symbol,date,time,open,high,low,close,volume,adj_vol
NIFTY,20190227,11:26,10888.25,10888.3,10874.4,10875.0,0.0,
NIFTY,20190227,11:29,10875.35,10875.35,10838.4,10859.6,0.0,
NIFTY,20190227,11:32,10859.6,10878.65,10854.4,10878.65,0.0,
NIFTY,20190227,11:35,10878.65,10878.65,10860.85,10865.95,0.0,
NIFTY,20190227,11:38,10866.15,10866.15,10853.0,10856.55,0.0,
NIFTY,20190227,11:41,10856.55,10856.55,10833.65,10847.55,0.0,
NIFTY,20190227,11:44,10846.8,10854.6,10845.15,10847.8,0.0,
NIFTY,20190227,11:47,10847.65,10855.45,10840.9,10852.3,0.0,
NIFTY,20190227,11:50,10853.2,10864.95,10849.6,10859.15,0.0,
NIFTY,20190227,11:53,10858.6,10861.0,10852.3,10855.9,0.0,
NIFTY,20190227,11:56,10855.85,10855.95,10843.1,10844.5,0.0,
NIFTY,20190227,11:59,10845.2,10845.8,10827.4,10829.75,0.0,
NIFTY,20190227,12:02,10827.4,10829.75,10778.85,10800.05,0.0,
NIFTY,20190227,12:05,10801.95,10809.15,10768.5,10775.85,0.0,
NIFTY,20190227,12:08,10775.0,10788.9,10764.25,10786.95,0.0,
NIFTY,20190227,12:11,10787.1,10787.85,10761.6,10765.4,0.0,
NIFTY,20190227,12:14,10765.4,10769.15,10751.2,10760.2,0.0,
NIFTY,20190227,12:17,10761.95,10796.6,10760.45,10788.55,0.0,
NIFTY,20190227,12:20,10788.3,10813.7,10779.35,10812.5,0.0,
NIFTY,20190227,12:23,10812.6,10814.6,10788.5,10788.85,0.0,
NIFTY,20190227,12:26,10789.55,10799.0,10787.1,10790.1,0.0,
NIFTY,20190227,12:29,10789.9,10800.2,10787.85,10799.0,0.0,
NIFTY,20190227,12:32,10797.65,10803.95,10773.1,10773.15,0.0,
NIFTY,20190227,12:35,10772.65,10781.5,10771.55,10778.05,0.0,
NIFTY,20190227,12:38,10778.45,10789.85,10775.7,10784.75,0.0,
NIFTY,20190227,12:41,10785.05,10787.05,10776.6,10779.35,0.0,
NIFTY,20190227,12:44,10779.8,10791.65,10779.8,10791.25,0.0,
NIFTY,20190227,12:47,10791.05,10798.45,10786.6,10788.1,0.0,
NIFTY,20190227,12:50,10787.65,10790.1,10778.4,10781.15,0.0,
NIFTY,20190227,12:53,10781.55,10786.05,10779.15,10779.15,0.0,
NIFTY,20190227,12:56,10779.15,10784.25,10775.75,10783.7,0.0,
NIFTY,20190227,12:59,10783.2,10786.8,10777.75,10777.75,0.0,
NIFTY,20190227,13:02,10777.65,10797.05,10776.7,10795.3,0.0,
NIFTY,20190227,13:05,10795.3,10802.55,10791.75,10796.75,0.0,
NIFTY,20190227,13:08,10797.1,10798.25,10789.7,10791.15,0.0,
NIFTY,20190227,13:11,10791.15,10793.4,10780.45,10781.7,0.0,
NIFTY,20190227,13:14,10781.7,10787.75,10781.4,10785.2,0.0,
NIFTY,20190227,13:17,10784.5,10796.85,10784.5,10795.7,0.0,
NIFTY,20190227,13:20,10794.95,10795.25,10785.15,10785.15,0.0,
NIFTY,20190227,13:23,10785.15,10785.6,10764.15,10771.8,0.0,
NIFTY,20190227,13:26,10771.8,10782.35,10768.55,10778.15,0.0,
NIFTY,20190227,13:29,10776.8,10784.9,10776.3,10779.5,0.0,
NIFTY,20190227,13:32,10779.4,10800.35,10779.4,10797.55,0.0,
NIFTY,20190227,13:35,10796.3,10812.7,10794.95,10806.7,0.0,
NIFTY,20190227,13:38,10805.95,10817.9,10801.75,10816.35,0.0,
NIFTY,20190227,13:41,10816.35,10821.05,10810.35,10819.65,0.0,
NIFTY,20190227,13:44,10819.05,10828.05,10814.95,10816.05,0.0,
NIFTY,20190227,13:47,10815.7,10818.6,10811.1,10812.15,0.0,
NIFTY,20190227,13:50,10812.15,10819.45,10804.3,10819.35,0.0,
NIFTY,20190227,13:53,10819.6,10825.75,10817.7,10818.1,0.0,
NIFTY,20190227,13:56,10818.3,10824.6,10816.25,10817.6,0.0,
NIFTY,20190227,13:59,10817.5,10822.35,10812.8,10814.6,0.0,
NIFTY,20190227,14:02,10815.4,10819.75,10814.4,10819.5,0.0,
NIFTY,20190227,14:05,10819.4,10828.5,10819.1,10826.5,0.0,
NIFTY,20190227,14:08,10826.55,10842.8,10826.5,10842.4,0.0,
NIFTY,20190227,14:11,10842.15,10842.75,10821.3,10826.2,0.0,
NIFTY,20190227,14:14,10825.6,10831.2,10819.1,10823.7,0.0,
NIFTY,20190227,14:17,10823.1,10824.75,10808.1,10810.15,0.0,
NIFTY,20190227,14:20,10809.5,10818.5,10803.65,10817.6,0.0,
NIFTY,20190227,14:23,10817.4,10822.05,10807.5,10810.05,0.0,
NIFTY,20190227,14:26,10810.3,10817.05,10809.6,10816.5,0.0,
NIFTY,20190227,14:29,10816.5,10820.4,10814.2,10814.65,0.0,
NIFTY,20190227,14:32,10814.25,10817.85,10810.2,10816.6,0.0,
NIFTY,20190227,14:35,10816.3,10817.1,10808.45,10809.55,0.0,
NIFTY,20190227,14:38,10809.25,10809.25,10790.75,10790.75,0.0,
NIFTY,20190227,14:41,10790.75,10798.55,10786.2,10794.95,0.0,
NIFTY,20190227,14:44,10794.95,10805.55,10793.0,10793.6,0.0,
NIFTY,20190227,14:47,10793.6,10796.2,10782.95,10796.0,0.0,
NIFTY,20190227,14:50,10796.0,10799.6,10785.55,10789.9,0.0,
NIFTY,20190227,14:53,10790.65,10797.5,10790.2,10794.15,0.0,
NIFTY,20190227,14:56,10794.5,10805.25,10794.0,10800.7,0.0,
NIFTY,20190227,14:59,10800.7,10801.75,10789.25,10792.85,0.0,
NIFTY,20190227,15:02,10794.05,10815.4,10794.05,10808.15,0.0,
NIFTY,20190227,15:05,10807.6,10816.5,10804.25,10813.15,0.0,
NIFTY,20190227,15:08,10813.15,10820.15,10813.15,10817.35,0.0,
NIFTY,20190227,15:11,10817.35,10819.2,10809.55,10812.35,0.0,
NIFTY,20190227,15:14,10812.85,10813.9,10802.3,10808.65,0.0,
NIFTY,20190227,15:17,10809.2,10810.05,10801.3,10803.65,0.0,
NIFTY,20190227,15:20,10803.7,10808.9,10803.7,10807.35,0.0,
NIFTY,20190227,15:23,10807.35,10808.15,10798.65,10799.9,0.0,
NIFTY,20190227,15:26,10799.9,10803.5,10799.55,10802.5,0.0,
NIFTY,20190227,15:29,10803.4,10803.55,10793.35,10794.2,0.0,
